filename,width,height,class,xmin,ymin,xmax,ymax
cake33.jpg,3840,5760,cake,661,1138,1833,2293
cake33.jpg,3840,5760,cake,624,2584,1815,3756
cake33.jpg,3840,5760,cake,688,4111,1879,5302
cake33.jpg,3840,5760,cake,2261,1138,3351,2302
cake33.jpg,3840,5760,cake,2306,2593,3551,3738
cake33.jpg,3840,5760,cake,2333,4147,3424,5256
card42.jpg,3000,1987,card,783,264,2001,1421
sign22.jpg,2832,4240,sign,1018,889,1798,1629
sign18.jpg,3486,3486,sign,1371,1145,2140,1976
sign18.jpg,3486,3486,sign,1529,1960,1950,2255
bicycle29.jpg,3727,2357,bicycle,788,1207,2925,2357
motorcycle4.jpg,5558,3710,motorcycle,958,93,4687,3434
mug3.jpg,5019,7525,mug,1691,5631,3428,7169
door13.jpg,3013,4018,door,734,393,2716,3949
motorcycle13.jpg,2584,4592,motorcycle,31,2385,2545,4178
boat53.jpg,3089,2048,boat,433,878,2705,1600
card64.jpg,7952,5304,card,2605,497,5313,4539
ball3.jpg,3668,2452,ball,591,409,1799,1605
sign36.jpg,6000,4000,sign,3365,59,5727,2565
house26.jpg,5472,3648,house,1,26,2916,3277
house26.jpg,5472,3648,house,2377,598,3833,2793
sign55.jpg,3359,3359,sign,357,467,3007,2667
clock6.jpg,4870,3696,clock,2009,1084,3143,2167
bench37.jpg,3006,2000,bench,492,747,2395,1665
boat23.jpg,4000,6000,boat,1432,3488,3654,4037
sign13.jpg,3482,2321,sign,2081,476,2956,1401
present25.jpg,3800,2533,present,1971,780,2767,1310
present25.jpg,3800,2533,present,1002,1587,1644,2107
present25.jpg,3800,2533,present,590,1772,1732,2303
present25.jpg,3800,2533,present,2305,1237,2782,1541
present25.jpg,3800,2533,present,1613,1187,2390,1580
present25.jpg,3800,2533,present,1890,1380,2944,1853
present25.jpg,3800,2533,present,1594,1226,3598,2322
balloon29.jpg,3551,4735,balloon,2234,2762,2614,3234
balloon29.jpg,3551,4735,balloon,145,3249,321,3468
balloon29.jpg,3551,4735,balloon,788,340,1027,649
bicycle63.jpg,4032,3024,bicycle,1567,1874,2748,2743
bench24.jpg,5097,3335,bench,1582,2212,3506,3335
house50.jpg,5472,3080,house,671,87,4910,2587
cake56.jpg,3456,5184,cake,398,3545,1998,4529
chair45.jpg,5118,7678,chair,1152,1845,3990,7532
boat20.jpg,2912,3640,boat,80,2678,2486,3528
boat20.jpg,2912,3640,boat,1749,2503,2912,2942
house20.jpg,4835,3223,house,465,484,4385,2929
plate29.jpg,4570,3264,plate,1502,144,3452,2089
balloon3.jpg,3264,4896,balloon,1404,2551,1997,3267
balloon3.jpg,3264,4896,balloon,550,728,897,1136
balloon3.jpg,3264,4896,balloon,58,936,489,1421
balloon3.jpg,3264,4896,balloon,620,1697,889,1997
balloon3.jpg,3264,4896,balloon,1189,1636,1458,1936
balloon3.jpg,3264,4896,balloon,2227,936,2512,1305
balloon3.jpg,3264,4896,balloon,2420,1644,2758,2028
balloon3.jpg,3264,4896,balloon,2650,1982,3066,2490
balloon3.jpg,3264,4896,balloon,2804,559,3264,1326
present35.jpg,1920,1280,present,898,282,1710,1096
ball31.jpg,6000,4000,ball,1546,1752,2771,2965
ball31.jpg,6000,4000,ball,2734,1821,4159,3234
ball31.jpg,6000,4000,ball,4152,1827,5509,3146
chair30.jpg,5184,3456,chair,1355,1662,2476,3248
chair30.jpg,5184,3456,chair,2900,1624,3907,3021
chair30.jpg,5184,3456,chair,3852,1376,5148,2848
bench40.jpg,5184,3456,bench,2325,2524,4099,3114
balloon8.jpg,6000,4000,balloon,1561,1944,1883,2358
balloon8.jpg,6000,4000,balloon,2547,2650,2761,2933
mug6.jpg,6000,4000,mug,2596,1165,4734,2871
mug26.jpg,4512,3000,mug,1872,1447,2435,1934
sign20.jpg,3840,5760,sign,2151,2393,3024,3238
cake26.jpg,4000,6000,cake,459,2931,3522,5440
bench4.jpg,4000,6000,bench,1553,4553,2259,4939
chair26.jpg,4038,2692,chair,1529,1168,2388,2664
chair26.jpg,4038,2692,chair,17,1197,946,2631
chair26.jpg,4038,2692,chair,3017,1247,4029,2692
motorcycle38.jpg,4032,3024,motorcycle,459,805,3664,2837
mug47.jpg,2962,3949,mug,989,1524,2172,2548
chair31.jpg,6000,4000,chair,981,2358,1583,3481
chair31.jpg,6000,4000,chair,1428,2286,2056,3583
chair31.jpg,6000,4000,chair,2044,2269,2675,3469
chair31.jpg,6000,4000,chair,2614,2219,3197,3450
chair31.jpg,6000,4000,chair,3156,2328,3822,3414
chair31.jpg,6000,4000,chair,2356,2158,2858,3236
chair31.jpg,6000,4000,chair,3792,2194,4400,3403
chair31.jpg,6000,4000,chair,4425,2128,5064,3389
door23.jpg,3713,5570,door,2079,2532,3252,4814
plate27.jpg,2509,1786,plate,155,832,1050,1748
mug33.jpg,5472,3648,mug,1688,1293,3510,3315
plate16.jpg,5184,3374,plate,1273,41,4667,3362
car17.jpg,5472,3648,car,918,2790,1545,3056
car17.jpg,5472,3648,car,3118,2740,4016,3092
car17.jpg,5472,3648,car,3174,2644,3774,2838
car17.jpg,5472,3648,car,4397,2600,5139,2875
car17.jpg,5472,3648,car,4572,2854,5472,3347
car17.jpg,5472,3648,car,309,2531,572,2648
car17.jpg,5472,3648,car,1,2631,199,2775
motorcycle24.jpg,6000,4000,motorcycle,1240,340,4777,3809
mug31.jpg,5937,3958,mug,2134,2381,2934,3056
chair59.jpg,2188,3502,chair,110,2658,827,3502
chair59.jpg,2188,3502,chair,804,2507,1392,3501
chair59.jpg,2188,3502,chair,1208,2409,1706,3301
chair59.jpg,2188,3502,chair,1580,2342,1994,3097
house62.jpg,3264,2445,house,1137,509,2734,1769
house62.jpg,3264,2445,house,412,1050,1245,1795
boat37.jpg,2912,3640,boat,330,1628,2475,2594
boat37.jpg,2912,3640,boat,2574,2849,2709,2970
boat37.jpg,2912,3640,boat,1794,2167,1909,2242
boat37.jpg,2912,3640,boat,1889,2136,1994,2203
bicycle8.jpg,5020,2824,bicycle,1428,761,3475,2193
ball6.jpg,3572,5321,ball,990,2439,1948,3398
plate6.jpg,3840,5711,plate,361,841,2506,2960
plate6.jpg,3840,5711,plate,624,3132,2461,5023
plate6.jpg,3840,5711,plate,1979,2169,3840,4389
cake42.jpg,3744,5616,cake,1922,1403,3267,3121
cake42.jpg,3744,5616,cake,3067,4448,3744,5035
cake42.jpg,3744,5616,cake,1560,3757,2270,4225
cake42.jpg,3744,5616,cake,1399,4151,2138,4573
cake42.jpg,3744,5616,cake,967,3986,1651,4444
cake42.jpg,3744,5616,cake,1183,3634,1883,4080
cake42.jpg,3744,5616,cake,2064,4060,2660,4454
cake42.jpg,3744,5616,cake,1925,3670,2538,4093
mug7.jpg,6000,4000,mug,2509,634,5902,3790
clock54.jpg,4812,3403,clock,1955,1572,2703,2293
bicycle14.jpg,2048,1536,bicycle,885,773,1506,1264
motorcycle39.jpg,5045,3604,motorcycle,58,632,4192,3515
house53.jpg,5168,3448,house,838,447,4359,3384
clock15.jpg,4000,6000,clock,704,1822,3004,4104
bicycle5.jpg,6016,4016,bicycle,779,1242,4960,3792
house64.jpg,3485,2740,house,1286,455,3465,2200
balloon48.jpg,3024,4032,balloon,1317,2282,1613,2625
balloon48.jpg,3024,4032,balloon,2333,2123,2507,2323
balloon48.jpg,3024,4032,balloon,2143,1558,2278,1712
balloon48.jpg,3024,4032,balloon,1433,823,1591,1014
balloon48.jpg,3024,4032,balloon,870,756,1057,984
chair35.jpg,5472,3648,chair,1071,621,3364,3648
house58.jpg,5183,3272,house,1067,711,4078,2738
boat16.jpg,5184,2377,boat,420,928,4815,1943
window22.jpg,5184,3888,window,377,417,989,1346
window22.jpg,5184,3888,window,1506,423,2106,1317
window22.jpg,5184,3888,window,371,2288,942,3511
window22.jpg,5184,3888,window,1506,2276,2118,3476
window22.jpg,5184,3888,window,3042,376,3624,1329
window22.jpg,5184,3888,window,4224,382,4812,1305
window22.jpg,5184,3888,window,3018,2282,3653,3440
window22.jpg,5184,3888,window,4236,2288,4812,3482
mug37.jpg,5616,3744,mug,1693,1351,3463,2845
window23.jpg,3542,4720,window,1510,85,2067,892
window23.jpg,3542,4720,window,1495,1377,2095,2249
window23.jpg,3542,4720,window,1395,3235,2174,4627
window23.jpg,3542,4720,window,1,3242,431,4161
window23.jpg,3542,4720,window,1,1349,374,2756
window23.jpg,3542,4720,window,1,56,410,1015
window23.jpg,3542,4720,window,3131,49,3542,941
window23.jpg,3542,4720,window,3145,1370,3542,2703
window23.jpg,3542,4720,window,3031,3156,3542,4274
bench38.jpg,6000,4000,bench,196,909,5496,3127
mug52.jpg,3264,4896,mug,789,2151,1935,3236
ball22.jpg,3648,5472,ball,1428,2314,2378,3264
sign54.jpg,3648,2736,sign,1235,653,1744,1182
sign54.jpg,3648,2736,sign,1353,1171,1618,1359
sign2.jpg,3265,4898,sign,1067,1329,2398,2660
cake28.jpg,4912,7360,cake,1372,3419,3406,6019
clock32.jpg,3813,5286,clock,1643,2638,2851,3838
plate24.jpg,2160,2701,plate,232,911,1432,2156
plate24.jpg,2160,2701,plate,1174,1481,2160,2534
plate24.jpg,2160,2701,plate,1586,240,2160,1285
clock64.jpg,5184,3456,clock,431,772,2573,2898
boat64.jpg,14388,6034,boat,2386,1425,13002,4258
house10.jpg,4272,2848,house,934,1160,3920,2625
chair54.jpg,2580,3440,chair,305,1363,913,2558
chair54.jpg,2580,3440,chair,1174,1389,1887,2617
chair54.jpg,2580,3440,chair,1946,1373,2554,2625
motorcycle64.jpg,6720,4480,motorcycle,1584,1172,5363,4036
sign59.jpg,4682,2727,sign,224,1494,824,2023
sign59.jpg,4682,2727,sign,1338,2109,1566,2437
sign59.jpg,4682,2727,sign,1495,271,2333,1090
sign59.jpg,4682,2727,sign,1400,1075,2338,1990
sign59.jpg,4682,2727,sign,2414,509,3114,875
sign59.jpg,4682,2727,sign,2405,904,3138,1913
door31.jpg,6000,4000,door,1521,1009,2752,3821
door31.jpg,6000,4000,door,3234,1015,4459,3827
bicycle37.jpg,5956,3960,bicycle,2219,2435,4089,3705
house1.jpg,6000,4000,house,1,1009,2096,3259
house1.jpg,6000,4000,house,1390,1152,3452,3265
house1.jpg,6000,4000,house,2921,1302,5284,3171
motorcycle48.jpg,4096,2730,motorcycle,133,266,4017,2575
card19.jpg,3280,4928,card,670,1612,2436,3061
cake62.jpg,4000,6000,cake,1468,3495,3195,5440
mug57.jpg,6000,4000,mug,3784,971,5484,2652
card10.jpg,2048,1536,card,384,439,870,1145
ball17.jpg,4496,3000,ball,768,1215,2459,2879
car59.jpg,6000,4000,car,208,3219,1442,3708
car59.jpg,6000,4000,car,3904,3138,5508,3746
car59.jpg,6000,4000,car,3054,3088,3696,3496
car59.jpg,6000,4000,car,3892,3085,4473,3488
car59.jpg,6000,4000,car,4896,3081,6000,3532
car59.jpg,6000,4000,car,2413,3032,2597,3212
car59.jpg,6000,4000,car,2846,3013,3007,3170
car59.jpg,6000,4000,car,3054,3036,3183,3178
bench11.jpg,3456,5184,bench,2197,4255,3082,4786
door45.jpg,2000,3000,door,629,984,1388,2461
door32.jpg,3024,4032,door,908,915,1977,3162
tree25.jpg,6000,3375,tree,2540,622,3165,1703
tree25.jpg,6000,3375,tree,3296,1015,3727,1740
tree25.jpg,6000,3375,tree,2,753,896,2090
chair4.jpg,3456,4351,chair,1088,1273,2036,2908
door30.jpg,2814,3810,door,921,1090,1933,3266
cake13.jpg,2667,4000,cake,861,1584,1724,2959
house57.jpg,6000,4000,house,1,640,677,2557
house57.jpg,6000,4000,house,865,815,1384,2527
house57.jpg,6000,4000,house,1352,834,1921,2540
house57.jpg,6000,4000,house,1871,865,2527,2552
house57.jpg,6000,4000,house,2484,740,2984,2477
house57.jpg,6000,4000,house,2927,702,3496,2509
house57.jpg,6000,4000,house,3371,652,4040,2496
house57.jpg,6000,4000,house,3996,915,4502,2521
house57.jpg,6000,4000,house,4477,1090,4890,2521
house57.jpg,6000,4000,house,4634,640,5365,2471
house57.jpg,6000,4000,house,5234,577,5927,2484
clock59.jpg,4000,6000,clock,537,2185,1568,3217
balloon19.jpg,5500,3319,balloon,3197,812,4613,2673
cake24.jpg,4000,6000,cake,1513,3276,3341,4695
bicycle20.jpg,4055,3151,bicycle,163,930,2996,2892
sign60.jpg,3789,5908,sign,1153,1630,2725,3658
sign60.jpg,3789,5908,sign,3044,4158,3707,4458
cake63.jpg,2624,3936,cake,847,2786,1604,3141
house42.jpg,5266,3511,house,407,464,5235,2675
house46.jpg,5648,3771,house,1527,1500,2874,2430
bicycle11.jpg,5878,3888,bicycle,2348,1534,5878,3887
tree23.jpg,1920,1279,tree,1433,410,1584,738
tree23.jpg,1920,1279,tree,1523,369,1806,750
tree23.jpg,1920,1279,tree,276,444,498,687
boat1.jpg,3648,4864,boat,1266,1081,2766,3866
clock20.jpg,2437,3899,clock,721,1146,1709,2099
present53.jpg,6000,4000,present,1177,1915,4121,3652
present53.jpg,6000,4000,present,1727,1084,4515,2784
cake15.jpg,4016,6016,cake,221,1284,2285,3657
chair61.jpg,6720,4480,chair,1332,1929,2491,3875
chair61.jpg,6720,4480,chair,2441,2108,3420,3925
chair61.jpg,6720,4480,chair,1053,1979,2087,3738
chair61.jpg,6720,4480,chair,3341,1963,4299,3863
chair61.jpg,6720,4480,chair,4157,1946,5357,3863
chair61.jpg,6720,4480,chair,5103,2471,6012,3742
chair61.jpg,6720,4480,chair,5832,1938,6720,3850
car14.jpg,3024,4032,car,1205,2771,2402,3360
car14.jpg,3024,4032,car,1170,2683,1545,2839
car14.jpg,3024,4032,car,1503,2683,1800,2805
car14.jpg,3024,4032,car,1814,2692,2218,2861
car14.jpg,3024,4032,car,666,2683,947,2797
car14.jpg,3024,4032,car,12,2641,299,2800
car14.jpg,3024,4032,car,241,2663,453,2762
ball21.jpg,4812,3208,ball,2726,346,2910,532
door38.jpg,7747,5167,door,4353,779,6894,5087
card20.jpg,4414,3238,card,1187,1103,2469,2173
plate47.jpg,3024,4032,plate,121,743,2871,3606
chair15.jpg,4032,3024,chair,1204,727,3559,3024
mug55.jpg,3264,4928,mug,2173,1306,2758,1994
boat28.jpg,3000,4496,boat,810,423,2574,3844
car16.jpg,3600,2400,car,549,1035,2570,1768
ball36.jpg,3500,2333,ball,1315,496,2297,1489
card57.jpg,2906,1940,card,819,506,1788,1467
ball65.jpg,6240,4160,ball,2530,1649,3670,2769
cake45.jpg,2430,3038,cake,1006,797,1416,1213
cake45.jpg,2430,3038,cake,1009,1335,1411,1797
cake45.jpg,2430,3038,cake,1004,1949,1428,2437
bench62.jpg,3433,5150,bench,333,3076,3216,4459
house63.jpg,2832,4240,house,52,1543,2499,3463
house28.jpg,5071,3381,house,343,419,4190,2798
sign52.jpg,2764,3455,sign,957,1172,1757,1998
boat49.jpg,6000,4000,boat,409,802,5565,2515
bicycle16.jpg,7952,5304,bicycle,1155,1972,5538,4797
car15.jpg,4898,3265,car,1343,1562,2943,2372
car15.jpg,4898,3265,car,2757,1499,3260,2032
car15.jpg,4898,3265,car,263,1479,1350,1966
car15.jpg,4898,3265,car,1113,1502,2087,1949
mug12.jpg,2678,1785,mug,1189,913,2016,1664
house44.jpg,4335,2438,house,151,362,3474,2094
mug27.jpg,3551,5326,mug,930,2316,2780,4091
car30.jpg,5184,3456,car,1441,1403,3757,2340
car30.jpg,5184,3456,car,1,1603,1389,2335
car30.jpg,5184,3456,car,3883,1582,5184,2211
plate18.jpg,4831,3200,plate,1123,642,2688,2202
card27.jpg,5184,3456,card,2209,1312,2786,2107
mug0.jpg,6000,4000,mug,2640,177,5602,3652
mug63.jpg,5760,3840,mug,3624,1446,5706,3369
motorcycle59.jpg,6000,4000,motorcycle,1252,484,5852,3809
card25.jpg,5472,3349,card,2026,1231,2566,2081
window37.jpg,3795,2759,window,1236,235,2636,2444
ball64.jpg,6073,4160,ball,2402,1020,3683,2307
balloon1.jpg,3011,4516,balloon,1152,711,1859,1561
boat44.jpg,5208,3218,boat,2801,226,4464,2974
boat45.jpg,3984,2656,boat,411,292,3902,2392
window17.jpg,4272,2856,window,929,29,1347,616
window17.jpg,4272,2856,window,934,807,1342,1434
window17.jpg,4272,2856,window,947,1647,1334,2255
window17.jpg,4272,2856,window,1912,1634,2325,2268
window17.jpg,4272,2856,window,1912,816,2320,1442
window17.jpg,4272,2856,window,1920,21,2303,625
window17.jpg,4272,2856,window,2890,34,3281,616
window17.jpg,4272,2856,window,2894,812,3277,1455
window17.jpg,4272,2856,window,2873,1647,3273,2251
window17.jpg,4272,2856,window,3868,29,4260,612
window17.jpg,4272,2856,window,3864,816,4260,1442
window17.jpg,4272,2856,window,3864,1642,4272,2278
window17.jpg,4272,2856,window,1,1638,368,2264
window17.jpg,4272,2856,window,1,821,390,1425
window17.jpg,4272,2856,window,1,4,377,599
chair49.jpg,5472,3648,chair,55,1343,1394,3376
chair49.jpg,5472,3648,chair,2077,1410,3471,3271
chair49.jpg,5472,3648,chair,3505,1693,5010,3648
present17.jpg,1920,1114,present,1317,197,1819,744
motorcycle0.jpg,4016,6016,motorcycle,103,1821,3967,5457
ball60.jpg,3429,3429,ball,1043,1001,2417,2354
cake29.jpg,3024,4032,cake,939,2637,2421,3793
house23.jpg,2880,1920,house,655,355,2458,1546
door61.jpg,3000,4500,door,844,1653,1406,2909
door61.jpg,3000,4500,door,1600,1650,2165,2906
bench20.jpg,3899,5848,bench,1470,3170,2650,3655
tree32.jpg,1920,1076,tree,896,60,1559,776
tree32.jpg,1920,1076,tree,225,3,908,782
tree32.jpg,1920,1076,tree,1,1,241,784
present51.jpg,5184,3456,present,1441,940,3689,2677
present14.jpg,1920,1280,present,41,94,755,927
card23.jpg,3750,5394,card,862,1075,2945,4267
bicycle0.jpg,3024,4032,bicycle,221,1821,2948,3390
balloon35.jpg,2844,4266,balloon,424,882,2491,3529
sign7.jpg,6000,3376,sign,1946,972,3865,3084
ball4.jpg,3876,2584,ball,660,642,2296,2274
clock29.jpg,6000,4000,clock,2152,1509,3902,3140
car24.jpg,3648,3648,car,1515,2906,2771,3381
bench9.jpg,6239,3978,bench,662,2445,5829,3265
sign51.jpg,6000,4000,sign,3650,1665,4381,2369
sign51.jpg,6000,4000,sign,3808,2365,4219,2635
tree3.jpg,4896,3264,tree,1165,989,2130,2084
tree3.jpg,4896,3264,tree,2224,1684,2378,1960
tree3.jpg,4896,3264,tree,1320,1612,1512,1932
mug39.jpg,3843,5764,mug,934,4186,2252,5386
door51.jpg,3024,4032,door,1696,1550,2933,3993
chair42.jpg,5000,3333,chair,797,1727,2014,3333
chair42.jpg,5000,3333,chair,1975,1716,3195,3333
chair42.jpg,5000,3333,chair,3170,1695,4474,3333
chair42.jpg,5000,3333,chair,4265,1727,5000,3326
chair42.jpg,5000,3333,chair,2,1732,844,3333
bench21.jpg,5472,3648,bench,1316,1221,4088,2837
motorcycle5.jpg,5000,3329,motorcycle,165,161,4844,3172
plate26.jpg,5472,3648,plate,938,160,4327,3554
clock37.jpg,2048,1536,clock,365,489,679,783
car3.jpg,5184,3456,car,1945,2372,3038,2755
car3.jpg,5184,3456,car,3121,2410,4307,2786
car3.jpg,5184,3456,car,4383,2431,5184,2800
balloon6.jpg,6016,4000,balloon,3310,1990,3960,2759
balloon6.jpg,6016,4000,balloon,779,1777,1410,2452
balloon6.jpg,6016,4000,balloon,1580,1896,2142,2490
balloon6.jpg,6016,4000,balloon,2610,1902,3154,2465
balloon6.jpg,6016,4000,balloon,4092,1715,4704,2346
balloon6.jpg,6016,4000,balloon,4679,1696,5254,2302
sign58.jpg,4288,2848,sign,2842,1121,3563,1777
present3.jpg,5928,7904,present,2032,4783,4970,7570
bicycle44.jpg,6048,4011,bicycle,1201,940,5508,3527
tree5.jpg,1920,1280,tree,245,582,823,1205
tree5.jpg,1920,1280,tree,915,349,1274,749
tree5.jpg,1920,1280,tree,1262,492,1629,876
tree5.jpg,1920,1280,tree,1549,343,1888,751
tree5.jpg,1920,1280,tree,1078,5,1292,402
tree5.jpg,1920,1280,tree,1300,58,1564,368
tree5.jpg,1920,1280,tree,1490,56,1729,358
motorcycle6.jpg,4000,2667,motorcycle,1052,527,2919,2335
sign57.jpg,3024,4032,sign,231,1419,1158,2273
card6.jpg,7952,5304,card,2330,705,5555,3939
boat9.jpg,2770,4924,boat,564,2881,2291,3354
motorcycle3.jpg,5809,3878,motorcycle,730,235,4971,3300
sign61.jpg,3438,5349,sign,473,987,2906,3303
sign61.jpg,3438,5349,sign,481,3312,2914,3962
bicycle57.jpg,4000,2667,bicycle,1,264,3127,2359
chair11.jpg,4000,6000,chair,1435,3506,2803,5435
bench19.jpg,5760,3240,bench,2259,2210,3589,2802
card18.jpg,4000,2660,card,1525,698,2418,1925
motorcycle46.jpg,5490,3088,motorcycle,2974,1687,4171,2397
present65.jpg,6016,4016,present,2192,960,3910,3117
tree63.jpg,1920,1280,tree,655,184,1237,821
ball59.jpg,6000,4000,ball,2334,1840,3290,2784
present37.jpg,1920,1280,present,906,374,1708,1188
ball2.jpg,4480,6720,ball,1795,4335,3015,5485
house51.jpg,2448,3264,house,371,524,2326,2579
chair50.jpg,5886,3929,chair,3944,2779,4634,3541
chair50.jpg,5886,3929,chair,3325,2767,4011,3538
chair50.jpg,5886,3929,chair,1984,2809,2707,3643
chair50.jpg,5886,3929,chair,2573,2839,3300,3668
chair50.jpg,5886,3929,chair,1050,2852,1839,3755
mug18.jpg,4896,3264,mug,1630,1029,3435,2524
bench56.jpg,2889,4329,bench,107,3673,1202,4053
car65.jpg,4871,3247,car,1478,1446,4733,2876
chair57.jpg,5670,3780,chair,547,1721,2080,3455
chair57.jpg,5670,3780,chair,3514,1714,5080,3455
boat32.jpg,6720,4480,boat,2006,22,4113,4357
bicycle53.jpg,4440,2960,bicycle,531,805,3740,2777
cake32.jpg,4480,6065,cake,944,1491,4417,3728
card30.jpg,4482,3365,card,1542,1470,2907,2835
clock2.jpg,3318,2212,clock,1049,521,2229,1721
bicycle52.jpg,4834,3247,bicycle,1123,1480,3620,3017
balloon56.jpg,7952,5304,balloon,2330,2072,3988,4305
ball38.jpg,3840,5760,ball,1015,1993,3206,4202
clock24.jpg,3000,4000,clock,377,896,2409,3015
cake1.jpg,4016,6016,cake,1593,2699,2360,3496
tree46.jpg,6000,4000,tree,2752,671,3284,2027
tree46.jpg,6000,4000,tree,4234,690,5695,4000
tree46.jpg,6000,4000,tree,3490,2190,4115,3927
tree46.jpg,6000,4000,tree,2477,2571,3177,3890
clock8.jpg,4000,6000,clock,866,733,3152,3019
boat38.jpg,4288,2848,boat,698,512,4068,2503
house52.jpg,3742,2405,house,661,412,2984,1746
bench6.jpg,2610,4640,bench,504,2384,2093,3255
clock56.jpg,4160,6240,clock,1457,2173,2663,3320
window25.jpg,3888,5112,window,370,421,932,1359
window25.jpg,3888,5112,window,1655,405,2232,1336
window25.jpg,3888,5112,window,2962,429,3532,1344
window25.jpg,3888,5112,window,362,2098,939,3182
window25.jpg,3888,5112,window,1655,2105,2232,3213
window25.jpg,3888,5112,window,2939,2113,3532,3236
window25.jpg,3888,5112,window,1655,4113,2209,5105
window25.jpg,3888,5112,window,2916,4129,3532,5075
boat10.jpg,5500,3516,boat,741,227,4824,3094
door3.jpg,1944,2592,door,517,1237,1126,2463
bicycle38.jpg,3024,2005,bicycle,485,463,2338,1800
balloon43.jpg,5472,3648,balloon,3283,554,4433,2104
car33.jpg,4875,3900,car,898,2164,4810,3723
balloon7.jpg,4000,6000,balloon,1777,2240,2322,2976
house54.jpg,4928,3264,house,266,1059,1166,2989
house54.jpg,4928,3264,house,1131,1539,1981,3014
house54.jpg,4928,3264,house,1921,1449,2831,3139
house54.jpg,4928,3264,house,2771,1539,3626,2999
house54.jpg,4928,3264,house,3516,1449,4431,3079
window15.jpg,3888,5184,window,1434,315,1913,783
window15.jpg,3888,5184,window,1456,1540,1906,2021
window15.jpg,3888,5184,window,1059,2721,1459,3290
window15.jpg,3888,5184,window,1494,2737,1834,3299
window15.jpg,3888,5184,window,2359,2718,2675,3296
window15.jpg,3888,5184,window,2738,2737,3109,3177
window15.jpg,3888,5184,window,3181,2730,3516,3296
window15.jpg,3888,5184,window,2356,1499,3525,2074
window15.jpg,3888,5184,window,2356,268,3522,855
chair52.jpg,2048,3072,chair,655,1479,1374,2445
chair8.jpg,3021,4058,chair,51,3051,753,3997
chair8.jpg,3021,4058,chair,625,3040,1238,3999
chair8.jpg,3021,4058,chair,1232,3045,1777,3999
chair8.jpg,3021,4058,chair,1762,3045,2360,4001
chair8.jpg,3021,4058,chair,2308,3032,2982,3992
sign46.jpg,5760,3840,sign,2765,540,4394,2811
balloon30.jpg,5472,3078,balloon,1221,402,1927,1297
ball41.jpg,4000,2670,ball,1252,690,2760,2186
clock36.jpg,3373,1960,clock,236,581,877,1209
clock36.jpg,3373,1960,clock,1236,98,1984,853
clock36.jpg,3373,1960,clock,2164,1047,2498,1374
mug17.jpg,3000,2165,mug,553,494,1237,1207
window8.jpg,5472,3648,window,213,2166,550,2787
window8.jpg,5472,3648,window,1032,2171,1350,2768
window8.jpg,5472,3648,window,1808,2158,2147,2771
window8.jpg,5472,3648,window,245,1137,587,1739
window8.jpg,5472,3648,window,1045,1145,1355,1737
window8.jpg,5472,3648,window,1824,1150,2150,1742
window8.jpg,5472,3648,window,1061,118,1384,708
